5	1
4	1
5	5
5	4
18	4
20	1
8	1
38	44
26	1
32	3
48	32
48	37
48	38
45	37
11	17
13	16
1	1
48	39
47	39
51	39
54	20
55	6
51	36
48	35
48	36
51	20
48	44
50	43
54	41
51	43
43	42
48	20
47	41
47	1
48	26
43	26
47	23
50	43
45	41
43	45
44	41
43	42
50	42
52	39
50	44
46	43
43	45
44	45
50	21
43	42
43	45
43	45
